时间,平台,子品类,tb_item_id,alias_all_bid,品牌名,系列,名称,链接,图片,销量,销售额,片单价,价位段
2023Q4,jd,纸尿裤,100014264072,67252,大王,鎏金,大王GOO.N 光羽鎏金纸尿裤S56片(4-8kg)尿不湿新生儿羽感透气,https://item.jd.com/100014264072.html,http://img11.360buyimg.com/n1/jfs/t1/246045/2/653/112763/658957c7Fd53ce313/72d7d53a8be27100.jpg,345,72568.91,6.20,3.5元+
2023Q4,tmall,纸尿裤,666455975439,280405,舒比奇,透气薄敏感肌,舒比奇敏感肌透气薄纸尿裤L36片超薄透气婴儿尿不湿非拉拉裤,https://detail.tmall.com/item.htm?id=666455975439,//img.alicdn.com/imgextra/i1/6000000000273/O1CN01Gl1vQz1Dt526ZjRNf_!!6000000000273-0-sm.jpg,1184,72485.19,1.53,1-2元
2023Q4,dy,纸尿裤,'3481580275538988418,3876236,佳婴,氧气森林,【杰克仔推荐】佳婴氧气森林干爽纸尿裤XL拉拉裤透气魔力吸尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3481580275538988418,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/voloYCXQ_m_41f7d25e705abff7fc1839e0dac152ab_sx_284377_www800-800,1148,72473.80,0.81,1元以下
2023Q4,tmall,纸尿裤,618342438787,48751,Huggies/好奇,小桃裤/铂金装,【自营】好奇铂金装婴儿纸尿裤L76儿童尿不湿超薄裸感透气小桃裤,https://detail.tmall.com/item.htm?id=618342438787,//img.alicdn.com/imgextra/i3/2200657724932/O1CN01Z1uhRX1mIuJ1w8Z5U_!!2200657724932-0-tmg_sticker_hand.jpg,620,72434.00,1.34,1-2元
2023Q4,dy,纸尿裤,'3601405691954377145,48751,Huggies/好奇,金装,好奇金装超薄云柔透气大弹力柔软纸尿裤拉拉裤2包装NB/S/M-XXXL,https://haohuo.jinritemai.com/views/product/detail?id=3601405691954377145,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/pUMQIGaB_m_2cc737b49a27971e5e62c9c638416b55_sx_374740_www800-800,658,72380.00,1.20,1-2元
2023Q4,jd,拉拉裤,10027517209687,48751,Huggies/好奇,小桃裤/铂金装,好奇（Huggies）铂金装拉拉裤小桃裤金装成长裤轻松穿脱学步裤 新老包装随机发货 铂金XXXL26片【17kg以上】,https://item.jd.com/10027517209687.html,http://img11.360buyimg.com/n1/jfs/t1/176470/38/41090/91495/650a8cf9F1430ee4a/f894ca6333f6a94d.jpg,1208,71992.86,1.34,1-2元
2023Q4,dy,拉拉裤,'3574500485094320209,211072,爱酷熊,畅吸爱酷,【新疆包邮】爱酷熊纸尿裤超薄透气拉拉裤尿不湿全包臀一体裤宝宝,https://haohuo.jinritemai.com/views/product/detail?id=3574500485094320209,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/RLUBxoIk_m_c9ae206b424d48b0a0d76f21b331c2cc_sx_158593_www800-800,967,71954.72,0.72,1元以下
2023Q4,dy,拉拉裤,'3582119563996836313,799932,欧贝比,天空之门,【36包】欧贝比天空之门婴儿宝宝超薄透气纸尿裤拉拉裤尿不湿饼干,https://haohuo.jinritemai.com/views/product/detail?id=3582119563996836313,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/SPhToNX_m_274811de628e0bc9cf7e6f09ab06ba26_sx_596407_www800-800,37,71928.00,1.35,1-2元
2023Q4,jd,纸尿裤,50621153783,48663,BEABA,大鱼海棠,碧芭宝贝大鱼海棠纸尿裤轻薄柔软透气婴儿纸尿裤尿不湿 纸尿裤S-58片-4-8kg,https://item.jd.com/50621153783.html,http://img11.360buyimg.com/n1/jfs/t1/242786/23/925/358043/658af923F0e848595/392be45a1484d52e.png,1057,71890.50,2.12,2-2.5元
2023Q4,jd,纸尿裤,100036266836,347271,宜婴,空调裤,宜婴 空调纸尿裤加量装 S152片 小号 秋冬不闷新生儿婴儿尿不湿,https://item.jd.com/100036266836.html,http://img11.360buyimg.com/n1/jfs/t1/226429/12/9535/97221/6587c729F940846b0/a8e0606c04618dea.jpg,855,71614.44,0.81,1元以下
2023Q4,tmall,纸尿裤,569727385708,48751,Huggies/好奇,小森林,好奇纸尿裤小森林心钻装L4片尿不湿纸尿片散热透气非拉拉裤试用装,https://detail.tmall.com/item.htm?id=569727385708,//img.alicdn.com/imgextra/i4/6000000007444/O1CN01HlIZL524rPDmBPpSJ_!!6000000007444-0-sm.jpg,10734,71606.20,2.70,2.5-3.5元
2023Q4,dy,纸尿裤,'3519288188160073207,3133226,凯儿得乐,比得兔,凯儿得乐比得兔纸尿裤拉拉裤超薄透气尿不湿亲肤学步裤柔软新生儿,https://haohuo.jinritemai.com/views/product/detail?id=3519288188160073207,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/NOceppQb_m_e4eb53420d94fec1ed6d64d5ba53b222_sx_116550_www800-800,723,71577.00,1.17,1-2元
2023Q4,jd,纸尿裤,10033592556847,48751,Huggies/好奇,小桃裤/铂金装,好奇 铂金装纸尿裤 婴儿尿不湿 小桃裤 加大码XL96片（12-17KG),https://item.jd.com/10033592556847.html,http://img11.360buyimg.com/n1/jfs/t1/50013/4/21748/48522/638f47d7E1f24ce7e/586b09cc27e354e7.jpg,508,71429.28,1.34,1-2元
2023Q4,dy,纸尿裤,'3605519810005467995,274044,帮宝适,黑金帮,【拍1到手20包】帮宝适黑金帮安睡夜用拉拉裤L-XXL码透气柔软真蚕丝,https://haohuo.jinritemai.com/views/product/detail?id=3605519810005467995,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/NkzWzZD_m_4e9dcde9199e71f50e4b8b7bcec259ba_sx_2182209_www1600-1600,30,71400.00,3.09,2.5-3.5元
2023Q4,dy,拉拉裤,'3591382896008675797,274044,帮宝适,黑金帮,【618专享】到手10包NB-XXXL黑金帮夏天柔软纸尿裤拉拉裤尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3591382896008675797,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/NkzWzZD_m_e40fb71ddd42eae33416e7d88f2fd3ab_sx_1932711_www1600-1600,60,71400.00,3.09,2.5-3.5元
2023Q4,jd,纸尿裤,100033247767,48663,BEABA,盲盒,碧芭宝贝惊喜装尿裤盲盒 纸尿裤L码*10片(9-14kg)便携装,https://item.jd.com/100033247767.html,http://img11.360buyimg.com/n1/jfs/t1/225818/33/6163/60366/656d948cF0f05b5d6/9ac85fe1ab897ed9.jpg,4646,71325.40,0.96,1元以下
2023Q4,dy,拉拉裤,'3602560964932807299,799932,欧贝比,星外访客,【4包】欧贝比星外访客婴儿宝宝柔软大吸量纸尿裤拉拉裤尿不湿念念,https://haohuo.jinritemai.com/views/product/detail?id=3602560964932807299,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/SPhToNX_m_45c140a0dda68adae7273b88387dd4a3_sx_546786_www800-800,250,71240.00,1.78,1-2元
2023Q4,jd,纸尿裤,10066844238279,48663,BEABA,大鱼海棠,碧芭宝贝大鱼海棠纸尿裤轻薄柔软透气婴儿纸尿裤尿不湿超薄 纸尿裤【S-58片装】4-8kg适用,https://item.jd.com/10066844238279.html,http://img11.360buyimg.com/n1/jfs/t1/227724/19/9463/196821/65813347F4ea831a0/e310c1eae499d322.jpg,896,71238.50,2.12,2-2.5元
2023Q4,dy,拉拉裤,'3576022234948617457,56692,So Love,嗨!米菲,【海歌专享试用装5片】嗨米菲系列透气微孔干爽抑菌纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3576022234948617457,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/bilesZdq_m_7d71911134e8ab56769876c1ed7bf9d7_sx_435164_www800-800,7157,71234.30,2.50,2-2.5元
2023Q4,jd,纸尿裤,10079267540097,3780888,妙而舒,经典（瞬爽透气）,妙而舒（Merries）花王纸尿裤 婴儿透气尿不湿 日本进口 加大码XL44片（12-17kg）,https://item.jd.com/10079267540097.html,http://img11.360buyimg.com/n1/jfs/t1/224013/15/38303/64524/658fc21fF1054a36f/7e91048aed9f5103.png,931,71187.90,1.80,1-2元
2023Q4,tmall,纸尿裤,654755354842,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装婴儿纸尿裤M52片*3宝宝儿童尿不湿超薄裸感透气小桃裤,https://detail.tmall.com/item.htm?id=654755354842,//img.alicdn.com/imgextra/i2/6000000006451/O1CN018fmQE01xWbuiNWLjV_!!6000000006451-0-sm.jpg,414,71131.08,1.34,1-2元
2023Q4,jd,纸尿裤,3215652,54916,FIVE RAMS/五羊,柔柔芯,五羊（FIVERAMS）肌肤之柔纸尿裤XL105片(12-17kg)婴儿尿不湿透气瞬吸干爽新旧随机,https://item.jd.com/3215652.html,http://img11.360buyimg.com/n1/jfs/t1/238228/30/10956/120194/6592c968Fe07109c3/c6e9ac66e589c129.jpg,667,71115.00,0.90,1元以下
2023Q4,dy,拉拉裤,'3551727689817839065,2173428,聪博,超薄透气,【特惠2包】聪博婴儿纸尿裤拉拉裤宝宝透气柔软亲肤超薄干爽尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3551727689817839065,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/JVCSdjgi_m_e4b6d491044fdca3fd4602101bec6303_sx_298765_www800-800,1394,71082.14,1.20,1-2元
2023Q4,tmall,拉拉裤,522020577710,281603,佳尔乐,舒爽轻芯,佳尔乐超薄透气款拉拉裤XL男女宝宝训练专用l纸尿裤尿不湿xxl婴儿,https://detail.tmall.com/item.htm?id=522020577710,//img.alicdn.com/imgextra/i2/2451970475/O1CN01gGicRv1FNb1QxyyiH_!!0-item_pic.jpg,895,71007.90,未定义,1元以下
2023Q4,dy,纸尿裤,'3624086771568146591,2977952,我是小时代,太空兔,【拍6包送赠品（6选1）】柔软透气训练裤纸尿裤全包泡泡腰围拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3624086771568146591,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/bNwthoIk_m_90cbdefa6b4406aa875214f6c8a1d7d6_sx_575870_www800-800,1007,70892.51,1.35,1-2元
2023Q4,dy,纸尿裤,'3538183115245751049,347380,Q·MO/奇莫,皇家至柔系列,【新生儿待产包】皇家至柔纸尿裤透气柔软吸水NB+S码组合装干爽防漏,https://haohuo.jinritemai.com/views/product/detail?id=3538183115245751049,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/RtCtcoaL_m_0db0707781746731c7753d9927a85aea_sx_379497_www800-800,1500,70844.31,1.53,1-2元
2023Q4,dy,纸尿裤,'3625159469849272203,4593990,迈菲,胶原蛋白,桃子果高端亲肤透气防漏干爽胶原蛋白纸尿裤拉拉裤学步裤分男女款,https://haohuo.jinritemai.com/views/product/detail?id=3625159469849272203,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/hidwoXed_m_9757c8cd8633cb43fa70c7813f3ddb49_sx_2485735_www2250-2250,886,70790.61,1.11,1-2元
2023Q4,jd,拉拉裤,10071361509776,13067,BBC,Air Pro,babycare纸尿裤Airpro夏日超薄透气呼吸裤宝宝bbc纸尿裤男女婴幼儿尿不湿 拉拉裤XXL码/ 1包 28片 【呼吸裤】,https://item.jd.com/10071361509776.html,http://img11.360buyimg.com/n1/jfs/t1/98152/7/42598/74311/64d487f0F09476ef5/92e068b2b819226d.png,980,70648.20,2.08,2-2.5元
2023Q4,tmall,纸尿裤,559048196331,243670,多爱,,多爱纸尿裤L超薄透气新生婴儿S学步裤XL/M/XXL加大码尿不湿试用装,https://detail.tmall.com/item.htm?id=559048196331,//img.alicdn.com/imgextra/i1/3012074941/O1CN01r80l4p1mN1rC2VJba_!!0-item_pic.jpg,1094,70455.60,0.69,1元以下
2023Q4,jd,纸尿裤,10691109939,67252,大王,天使,大王 天使系列 婴幼儿纸尿裤 NB号(新生儿) 62片,https://item.jd.com/10691109939.html,http://img11.360buyimg.com/n1/jfs/t1/130031/8/14527/57080/5fa0d4aeE11f3049f/112cf6d9b7cc5e79.jpg,759,70382.68,2.96,2.5-3.5元
2023Q4,dy,拉拉裤,'3569157436206152090,5397841,靓婴,3D小内裤,【李阳甄选】纸尿拉拉裤宝宝婴儿干爽实惠舒适一体裤超轻薄尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3569157436206152090,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/vQJLCXLw_m_b5c8150ba9a3b83c10323978b4851b51_sx_412673_www800-800,984,70301.40,未定义,1-2元
2023Q4,dy,纸尿裤,'3473041506540123588,48663,BEABA,盲盒,独立包装试用装纸尿裤/拉拉裤100片新生儿尿不湿亲肤透气柔软,https://haohuo.jinritemai.com/views/product/detail?id=3473041506540123588,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/v1_IgyzyPj_71180274567043811950803_fe03a544faade7d9d2e96118e1a73d58_sx_95285_www828-828,426,70285.60,0.96,1元以下
2023Q4,tmall,拉拉裤,626408959510,274044,帮宝适,清新帮,帮宝适清新帮泡泡拉拉裤加大号码XL34片尿不湿透气小内裤,https://detail.tmall.com/item.htm?id=626408959510,//img.alicdn.com/imgextra/i2/2261865153/O1CN01VdJOnz1nw7pPdyTy7_!!2261865153.jpg,1026,70160.00,1.44,1-2元
2023Q4,dy,拉拉裤,'3620707431111372201,198935,bebetour,爱丽丝系列,【官旗推荐】bebetour比比兔爱丽丝纸尿裤拉拉裤2包装柔软超薄,https://haohuo.jinritemai.com/views/product/detail?id=3620707431111372201,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/AshtrYYD_m_a333c15f68f83a08e5afee41daaac0b6_sx_202145_www800-800,419,70119.00,2.40,2-2.5元
2023Q4,dy,拉拉裤,'3620165908716212584,13067,BBC,皇室,BBC皇室狮子王国婴儿宝宝纸尿裤包臀薄款夜用拉拉裤夏季训练裤,https://haohuo.jinritemai.com/views/product/detail?id=3620165908716212584,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/QfnpOkdZ_m_ce1251aaa91f56a6ba2c42e1bfd87fa5_sx_211585_www800-800,588,69876.71,2.45,2-2.5元
2023Q4,dy,拉拉裤,'3622557793116144251,2763299,Wonder Wraps/妙然宝贝,氧气泡泡森林,妙然宝贝氧气泡泡官方旗舰店直播尿不湿拉拉裤夏天专用薄款纸尿裤,https://haohuo.jinritemai.com/views/product/detail?id=3622557793116144251,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/iZHQWczK_m_e1e2991a6c60594ed3986d33b32e6dd3_sx_387875_www800-800,7056,69854.40,0.67,1元以下
2023Q4,dy,拉拉裤,'3608448539606254418,347271,宜婴,红花山茶,【超值购】红花山茶裤纸尿裤婴儿男女新生儿尿不湿超薄透气拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3608448539606254418,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/GJcUbUcR_m_b6a3320d4e960ce3547a28768f202405_sx_266612_www800-800,1270,69850.00,1.70,1-2元
2023Q4,dy,拉拉裤,'3585872422718576625,3290614,GIFT/亲抚,醒狮系列,【4包亲抚醒狮双12】纸尿裤干爽透气柔软全包臀拉拉裤幼儿尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3585872422718576625,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/epPCCJPA_m_a7396cffbd7479b2879f4bbe1110a5cc_sx_442590_www800-800,221,69836.00,1.99,1-2元
2023Q4,jd,拉拉裤,10033630408660,274044,帮宝适,清新帮,帮宝适（Pampers）清新帮拉拉裤 婴儿学步裤 泡泡柔软透气小内裤超薄干爽尿不湿 加大码 XL34片（12-17KG）,https://item.jd.com/10033630408660.html,http://img11.360buyimg.com/n1/jfs/t1/234176/34/9541/107217/65839d31F3f5d69f0/30fa97e0e3dea31b.jpg,1171,69741.50,1.44,1-2元
2023Q4,jd,拉拉裤,67006652936,347271,宜婴,超柔,宜婴拉拉裤 男女宝宝成长裤 超薄干爽透气尿不湿 空调加量吸收 拉拉裤XL号62片【12-17kg】,https://item.jd.com/67006652936.html,http://img11.360buyimg.com/n1/jfs/t1/237054/1/7109/66887/65788504F4865a7a0/71d621fce49df11c.jpg,1249,69694.20,0.88,1元以下
2023Q4,jd,拉拉裤,71431906208,48751,Huggies/好奇,金装,好奇（Huggies）【多仓直发】金装拉拉裤成长裤婴儿尿不湿轻薄透气成长裤云感裤 XXL42片【15kg以上】,https://item.jd.com/71431906208.html,http://img11.360buyimg.com/n1/jfs/t1/109565/36/34392/77367/656d476cF77c20238/daa71c7e87bd61e7.jpg,1042,69653.00,1.20,1-2元
2023Q4,dy,纸尿裤,'3533683576509984663,280409,露安适,纯净小熊,【补贴价】露安适小奶熊袋装婴儿日夜用纸尿裤拉拉裤透气超薄全码,https://haohuo.jinritemai.com/views/product/detail?id=3533683576509984663,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/oBNwjUW_m_63fa4fa9564cb71f37bb4e6912f1d53f_sx_315748_www800-800,408,69642.00,2.73,2.5-3.5元
2023Q4,jd,纸尿裤,100013109867,6102100,惠寻,云柔芯,惠寻 京东自有品牌 婴儿纸尿裤 M54片 超薄透气弱酸亲肤 云柔芯,https://item.jd.com/100013109867.html,http://img11.360buyimg.com/n1/jfs/t1/236176/23/9622/106303/658e6cacFf9dd730e/3a5733c61146de6c.jpg,2540,69522.00,0.69,1元以下
2023Q4,jd,拉拉裤,100001937397,224831,Nepia/妮飘,Whito,妮飘（Nepia）Whito12小时拉拉裤 L44片（9-14kg）婴儿尿不湿,https://item.jd.com/100001937397.html,http://img11.360buyimg.com/n1/jfs/t1/226726/3/8095/81432/6582a1efFc4072df0/07d6172110ec33a4.jpg,1148,69471.63,2.22,2-2.5元
2023Q4,tmall,纸尿裤,547584365488,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装婴儿日夜用纸尿裤S96*2弱酸尿不湿亲肤环腰小桃裤,https://detail.tmall.com/item.htm?id=547584365488,//img.alicdn.com/imgextra/i3/685092642/O1CN01qggdN11VO5JiRzvq3_!!685092642.jpg,337,69165.70,1.34,1-2元
2023Q4,dy,纸尿裤,'3496237643908405389,6772361,STAR PRINCE/星王子,白王子铂金系列,星王子婴儿纸尿裤XL拉拉裤男女宝宝专用透气XXL尿不湿裸感超能吸,https://haohuo.jinritemai.com/views/product/detail?id=3496237643908405389,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/bvOGVBIk_m_456e07caf4c33d7f35cb14fea4233e6e_sx_467071_www800-800,1105,69061.71,0.68,1元以下
2023Q4,tmall,纸尿裤,635003074035,3780888,妙而舒,经典（瞬爽透气）,【自营】日本花王纸尿裤S82片*4 婴儿纸尿片 尿不湿S透气超薄宝宝,https://detail.tmall.com/item.htm?id=635003074035,//img.alicdn.com/imgextra/i2/2549841410/O1CN01SeGBDd1MHpJpoF9eJ_!!2549841410-0-sm.jpg,213,69022.63,1.80,1-2元
2023Q4,jd,拉拉裤,69109860054,347271,宜婴,弱酸水果裤,宜婴 弱酸面层水果拉拉裤尿不湿男女宝宝通用水果裤 拉拉裤XXL34片【13.5-16kg】,https://item.jd.com/69109860054.html,http://img11.360buyimg.com/n1/jfs/t1/224965/27/3858/91817/655d9633F14686881/f7ac166e5c124579.jpg,1552,69010.06,0.98,1元以下
2023Q4,jd,纸尿裤,16278001772,48663,BEABA,盛夏光年,碧芭宝贝盛夏光年尿不湿婴儿纸尿裤 0.2cm超薄透气纸尿片 纸尿裤XL-32片 (12-17kg),https://item.jd.com/16278001772.html,http://img11.360buyimg.com/n1/jfs/t1/237203/4/5995/51660/656fd11aF0f4caf50/b83a59ac334db7ba.jpg,1041,68974.54,1.73,1-2元
2023Q4,dy,拉拉裤,'3570634769530271883,799932,欧贝比,星外访客,【20包】欧贝比星外访客柔软透气纸尿裤夜用拉拉裤尿不湿官旗双11,https://haohuo.jinritemai.com/views/product/detail?id=3570634769530271883,https://p26-item.ecombdimg.com/img/ecom-shop-material/SPhToNX_m_346843c19a2cf0b3dd7f38f9232d5314_sx_588547_www800-800~tplv-5mmsx3fupr-resize_q:1080:1080:q90.png,48,68840.00,1.78,1-2元
2023Q4,jd,拉拉裤,10071616687866,274044,帮宝适,绿帮（超薄干爽）,帮宝适绿帮拉拉裤尿不湿尿裤成长裤超薄透气 拉拉裤 XL 136片,https://item.jd.com/10071616687866.html,http://img11.360buyimg.com/n1/jfs/t1/227485/35/828/134287/65365543F6b8af985/4451ff466e12a636.jpg,387,68770.26,1.27,1-2元
2023Q4,jd,纸尿裤,100036509042,67252,大王,光羽,大王（GOO.N）光羽系列环贴式纸尿裤L码36片厂商直送（预售三天发出）,https://item.jd.com/100036509042.html,http://img11.360buyimg.com/n1/jfs/t1/144211/33/31771/67941/63f5b8aaFcaf11e19/ac9f6858e89e47f4.jpg,464,68672.00,6.80,3.5元+
2023Q4,dy,拉拉裤,'3616520243486285158,799932,欧贝比,星外访客,【16包】欧贝比星外访客婴儿宝宝超薄透气尿不湿纸尿裤拉拉裤达人,https://haohuo.jinritemai.com/views/product/detail?id=3616520243486285158,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/SPhToNX_m_99f6036d46475dc5fbebad80253c7b71_sx_638851_www800-800,58,68672.00,1.78,1-2元
2023Q4,jd,纸尿裤,12399410016,67252,大王,自然之恩,大王（GOO.N）天使自然之恩纸尿裤 婴儿尿不湿超薄透气干爽尿裤新生儿 纸尿裤M54（6-11kg）,https://item.jd.com/12399410016.html,http://img11.360buyimg.com/n1/jfs/t1/248203/24/1682/124260/65943214F0a0bd4ef/97951e5ba80e9364.jpg,758,68662.00,4+,3.5元+
2023Q4,dy,纸尿裤,'3603345460263313515,1540213,惜惜,宇宙光年,宇宙光年超薄纸尿裤干爽拉拉裤亲肤柔软尿不湿一体裤,https://haohuo.jinritemai.com/views/product/detail?id=3603345460263313515,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/kcHPqrdq_m_19d0f4902b8ec2d72a783a881a2792cd_sx_114220_www800-800,2290,68616.50,未定义,未定义
2023Q4,dy,拉拉裤,'3588592464304465679,3876236,佳婴,乐动,【达人推荐拍1发3包送赠品】佳婴乐动拉拉裤新生婴儿透气宝宝尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3588592464304465679,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/voloYCXQ_m_641d8254133f0f84adc15180191f0c44_sx_272691_www800-800,289,68493.00,1.41,1-2元
2023Q4,jd,拉拉裤,100005438886,54916,FIVE RAMS/五羊,游泳裤,五羊（FIVERAMS）婴儿游泳纸尿裤XL码3片（12-17kg）婴儿拉拉尿裤一次性防水尿不湿,https://item.jd.com/100005438886.html,http://img11.360buyimg.com/n1/jfs/t1/224884/37/4706/102639/656040adFab25f594/c0b8303497f47819.jpg,5330,68427.00,5.70,3.5元+
2023Q4,jd,纸尿裤,10033592556846,48751,Huggies/好奇,小桃裤/铂金装,好奇 铂金装纸尿裤 婴儿尿不湿 小桃裤 大码L120片（9-14KG),https://item.jd.com/10033592556846.html,http://img11.360buyimg.com/n1/jfs/t1/197600/37/28198/40780/638f47d1Ef85031ad/f33d23e2b0d7640c.jpg,474,68092.00,1.34,1-2元
2023Q4,jd,纸尿裤,100024802354,6102100,惠寻,云柔芯,惠寻京东自有品牌 婴儿纸尿裤L46片超薄透气弱酸亲肤 云柔芯,https://item.jd.com/100024802354.html,http://img11.360buyimg.com/n1/jfs/t1/177817/6/34037/76154/6423a803F401c75c4/ce7802abe748ba7b.jpg,2448,68054.40,0.69,1元以下
2023Q4,dy,纸尿裤,'3444849896660838527,2561156,宝婴美,温和的呵护,（商城专享）宝婴美超薄透气婴儿纸尿裤干爽拉拉裤新生宝宝成长裤,https://haohuo.jinritemai.com/views/product/detail?id=3444849896660838527,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/KWJHjFEy_m_a21c8c9b534f0fbe0f2212a80e1f556a_sx_461166_www800-800,929,67956.30,0.83,1元以下
2023Q4,jd,纸尿裤,10071267289935,13067,BBC,皇室,babycare纸尿裤皇室狮子王国超薄透气亲肤拉拉裤bbc新生婴儿宝宝尿不湿 纸尿裤S码50片/包,https://item.jd.com/10071267289935.html,http://img11.360buyimg.com/n1/jfs/t1/219739/15/26583/120554/6417cc92Fe91ca988/466b3f1e2cad25cd.png,869,67852.26,2.45,2-2.5元
2023Q4,dy,纸尿裤,'3606626691797124469,6993400,TONGANCHEN/童安臣,魔法透气,TONGANCHEN/童安臣纸尿裤/拉拉裤超薄柔软干爽瞬吸4包装【PX6】,https://haohuo.jinritemai.com/views/product/detail?id=3606626691797124469,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/kdYLyPdq_m_1ccba12783b7fd43e6a589ac5fc6df07_sx_190379_www800-800,754,67780.53,0.51,1-2元
2023Q4,jd,拉拉裤,10036376682650,206947,妈咪宝贝,,妈咪宝贝（Mamypoko）拉拉裤小内裤（男女通用） XXL60中包(15kg以上),https://item.jd.com/10036376682650.html,http://img11.360buyimg.com/n1/jfs/t1/226328/10/1491/109700/654124a1F4113e03c/d45d3f1ceb96b1f7.jpg,514,67776.00,0.81,1元以下
2023Q4,tmall,纸尿裤,41199729646,274044,帮宝适,绿帮（超薄干爽）,帮宝适超薄干爽纸尿裤L164片透气男女婴儿尿片S/M/L/XL大号尿不湿,https://detail.tmall.com/item.htm?id=41199729646,//img.alicdn.com/imgextra/i3/2207271360/O1CN01dQYNiX1LuvTK3cXkp_!!2207271360.jpg,326,67771.42,1.27,1-2元
2023Q4,dy,拉拉裤,'3541687881573761408,48663,BEABA,冰淇淋,【品牌自播】碧芭冰淇淋special系列婴儿超薄纸尿裤拉拉裤训练裤,https://haohuo.jinritemai.com/views/product/detail?id=3541687881573761408,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/rupmvri_m_ca90b3bd72b019d193d7bbf91fc28f51_sx_462310_www800-800,892,67757.80,2.22,2-2.5元
2023Q4,tmall,拉拉裤,672717479164,48663,BEABA,疯狂动物谜,碧芭宝贝拉拉裤疯狂动物迷XXL32片*2件超薄透气成长裤,https://detail.tmall.com/item.htm?id=672717479164,//img.alicdn.com/imgextra/i4/6000000003359/O1CN01m2xsFu1agTHiNfDa1_!!6000000003359-0-sm.jpg,680,67705.40,2.04,2-2.5元
2023Q4,tmall,纸尿裤,656982023967,3780888,妙而舒,经典（瞬爽透气）,【预售】日本花王妙而舒腰贴式纸尿裤L54片4包尿不湿婴儿,https://detail.tmall.com/item.htm?id=656982023967,//img.alicdn.com/bao/uploaded/i3/707890732/O1CN01poIgMS1HHIlKp7pZk_!!707890732.jpg,86,67582.00,1.80,1-2元
2023Q4,dy,纸尿裤,'3534424963027184099,347275,Dress/吉氏,倾柔系列,Dress/吉氏ZB天使弱酸新生儿纸尿裤超薄透气大吸量尿不湿拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3534424963027184099,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/TtDrkZdq_m_7eb13a3a9fd88fc539bc20a92ca6c470_sx_226806_www800-800,512,67205.94,1.57,1-2元
2023Q4,dy,拉拉裤,'3557644544206065812,48663,BEABA,大鱼海棠,【新生儿福利】碧芭宝贝大鱼海棠2包装NB/S/M码柔软透气干爽纸尿裤,https://haohuo.jinritemai.com/views/product/detail?id=3557644544206065812,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/rupmvri_m_4109bc5bd8c03e1628f3c67dd3e75100_sx_339689_www800-800,755,67117.00,2.12,2-2.5元
2023Q4,dy,纸尿裤,'3637395803858968890,274044,帮宝适,黑金帮,【爆款送正装】帮宝适黑金帮纸尿裤尿不湿蚕丝透气安睡夜用拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3637395803858968890,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/NkzWzZD_m_fa2802f4eab1f47d9dd6da3595a5b267_sx_362054_www1080-1080,70,67098.00,3.09,2.5-3.5元
