时间,平台,子品类,tb_item_id,品牌名,系列,名称,链接,图片,销量,销售额,片单价,价位段,片单价-人工,价格段-人工
2023Q3,dy,纸尿裤,'3552463512204892886,泰迪熊,臻薄宠爱系列,【泰迪熊臻薄】纸尿裤4/拉拉裤4片试用 超薄透气不勒腰瞬吸干爽,https://haohuo.jinritemai.com/views/product/detail?id=3552463512204892886,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/hUuRRkd_m_f99485576387d58bd6032f4ff87b938d_sx_469049_www800-800,343,2397.57,1.48,2-2.5元,,
2023Q3,tmall,拉拉裤,591221443127,Huggies/好奇,小森林,【预售】好奇心钻装小森林拉拉裤XXL30片超薄透气尿不湿,https://detail.tmall.com/item.htm?id=591221443127,//img.alicdn.com/imgextra/i4/685092642/O1CN01vUTF0T1VO5Hsdc9fI_!!685092642.jpg,8,2378.37,2.70,2.5-3.5元,,
2023Q3,dy,纸尿裤,'3540915103098644215,趣天才,风尚系列,【KSA*拍2包送三轮车】英国趣天才风尚系列亲肤柔软纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3540915103098644215,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/polPzkIP_m_bbdaaaaf21ef9821e94bc60faec49a85_sx_470836_www800-800,33,2306.70,2.80,2.5-3.5元,,
2023Q3,dy,拉拉裤,'3573981114001402101,哆啦哈蕾,森系,达人哆啦哈蕾随机组商品体验装纸尿裤试用装一次性宝宝婴儿拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3573981114001402101,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/hQxnNgMc_m_e3237b4595f24e9997bcfd14e321346c_sx_1024592_www800-800,230,2277.00,1.06,1-2元,,
2023Q3,tmall,拉拉裤,610407158902,BEABA,大鱼海棠,碧芭宝贝大鱼海棠拉拉裤L36片超薄透气男女通用婴儿尿不湿,https://detail.tmall.com/item.htm?id=610407158902,//img.alicdn.com/imgextra/i3/6000000003586/O1CN01PY7pmV1cMR9WHY8Au_!!6000000003586-0-sm.jpg,25,2265.00,2.12,2-2.5元,,
2023Q3,dy,拉拉裤,'3579140209549416741,bebetour,天才宝贝,【海歌推荐】bebetour比比兔天才宝贝系列婴儿纸尿裤拉拉裤超薄,https://haohuo.jinritemai.com/views/product/detail?id=3579140209549416741,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/AMGALYZh_m_01e3a9a5734404948fa2666e2e26da0d_sx_145752_www800-800,15,2225.00,3.50,2.5-3.5元,,
2023Q3,tmall,拉拉裤,658646563785,麦酷酷,果果堂,MAKUKU麦酷酷果果堂婴儿拉拉裤L码夏季超薄透气训练裤宝宝纸尿裤,https://detail.tmall.com/item.htm?id=658646563785,//gw.alicdn.com/imgextra/O1CN01MM7yF61MA2aNqOQiF_!!2212383761393-0-picasso.jpg,30,2200.00,nan,1-2元,,
2023Q3,jd,纸尿裤,10073534154412,袋鼠妈妈,丝柔云感,袋鼠妈妈纸尿裤拉拉裤婴儿尿不湿超薄透气纸尿片 纸尿裤L码（9-14kg）40片/袋,https://item.jd.com/10073534154412.html,http://img11.360buyimg.com/n1/jfs/t1/112530/12/38222/110354/64c08128Fe417915c/c026bcfcdcfe2c09.jpg,46,2196.96,nan,1-2元,,
2023Q3,tmall,拉拉裤,40462758828,moony,畅透系列,官方尤妮佳moony畅透拉拉裤XL38片超薄透气男女通用尿不湿,https://detail.tmall.com/item.htm?id=40462758828,//img.alicdn.com/imgextra/i4/6000000003826/O1CN01UaG4fF1e8MDI6LFpE_!!6000000003826-0-sm.jpg,20,2180.00,1.46,1-2元,,
2023Q3,tmall,拉拉裤,639441715570,Huggies/好奇,企鹅裤,【店铺试用装M3】治愈之柔黑标小企鹅纸尿裤兑换卡,https://detail.tmall.com/item.htm?id=639441715570,//img.alicdn.com/imgextra/i3/685092642/O1CN018qIctc1VO5Dc8RBbI_!!0-item_pic.jpg,317,2142.05,4.60,3.5+,,
2023Q3,dy,纸尿裤,'3590493122540479966,嘟嘟侠,轻薄,嘟嘟侠【粉丝专属】超薄透气干爽纸尿裤拉拉裤适宜婴儿夜用尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3590493122540479966,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/PouZmern_m_f7c6ab7c6e1d67f81004b2c6d9f5e81b_sx_339956_www741-741,53,2109.40,nan,1-2元,,
2023Q3,dy,纸尿裤,'3551517775447115306,LEPAI/乐派,欢乐熊,【厂家直销】乐派欢乐熊纸尿裤超薄尿不湿拉拉裤男女宝通用成长裤,https://haohuo.jinritemai.com/views/product/detail?id=3551517775447115306,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/xXYpfINE_m_1c36571f2273a0ca0b42894a961a6afc_sx_441134_www800-800,129,2105.70,未定义,未定义,,
2023Q3,dy,纸尿裤,'3553216632597914372,BBC,Air Pro,【VIP】单包尝鲜babycare超薄透气Air pro纸尿裤/拉拉裤干爽柔软,https://haohuo.jinritemai.com/views/product/detail?id=3553216632597914372,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/pxXpFri_m_dd88aadd2620839cf04ee41ec55dd368_sx_476250_www800-800,15,2100.00,2.08,2-2.5元,,
2023Q3,dy,拉拉裤,'3483390979988448491,哆啦哈蕾,森系,【会员积分加钱购】哆啦哈蕾森系婴儿拉拉裤超薄透气尿不湿纸尿裤,https://haohuo.jinritemai.com/views/product/detail?id=3483390979988448491,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/sIprhmdZ_m_661cc36a3403c08ee00b7da89c144827_sx_380324_www800-800,15,2085.00,1.06,1-2元,,
2023Q3,dy,拉拉裤,'3545783317532135877,UYUBO/优宜宝,态柔,【10包装】优宜宝婴儿超薄透气拉拉裤纸尿裤亲肤干爽学步裤新生儿,https://haohuo.jinritemai.com/views/product/detail?id=3545783317532135877,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/v1_gNxaCMa_70916023551368891260908_50caec4ae2fc17c416dc89363bb27e92_sx_182249_www800-800,5,2075.00,1.45,1-2元,,
2023Q3,dy,拉拉裤,'3537759886970592144,宝婴美,温和的呵护,【彩虹夫妇专享】宝婴美超薄柔软透气婴儿纸尿裤全包拉拉裤尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3537759886970592144,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/KWJHjFEy_m_cc28ea5d0e1b265ba8c2863dcbc5337d_sx_430703_www800-800,15,2070.00,0.83,1元以下,,
2023Q3,dy,纸尿裤,'3569891344975591072,快乐日记,零尘爱护,【专属福利】快乐日记尿不湿一次性纸尿裤弹力全包拉拉裤学步裤,https://haohuo.jinritemai.com/views/product/detail?id=3569891344975591072,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/ZHBxfAYg_m_aef0e692d3ba3b29408cc751f6818ee1_sx_240945_www800-800,13,2054.00,未定义,未定义,,
2023Q3,jd,纸尿裤,100009942189,moony,甄选系列,MOONY尤妮佳甄选小风铃纸尿裤L52片（9-14kg）微孔透气,https://item.jd.com/100009942189.html,http://img11.360buyimg.com/n1/jfs/t1/138327/20/37448/110601/64b5ef3bFb33814e0/c8cb56868686bf6d.jpg,36,2052.00,0.96,1元以下,,
2023Q3,dy,纸尿裤,'3543392693755471957,爽然,蓝甘菊,【蓝甘菊纸尿裤】爽然蓝甘菊弱酸呵护纸尿裤柔软透气婴儿男女宝宝,https://haohuo.jinritemai.com/views/product/detail?id=3543392693755471957,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/mHZFMYBe_m_1780b83d4b757be1306f49c975d5b14d_sx_549024_www800-800,30,2012.00,2.30,2-2.5元,,
2023Q3,dy,拉拉裤,'3600513363106466219,婴爱,扑克系列,婴爱扑克纸尿裤尿不湿婴儿拉拉裤超薄透气5片试用装,https://haohuo.jinritemai.com/views/product/detail?id=3600513363106466219,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/umiFwRDU_m_a250a54dd53a52f4dc09fbbd57df5a6a_sx_421023_www800-800,272,1990.80,nan,1-2元,,
2023Q3,dy,纸尿裤,'3578454451440207877,盛夏光年,GALA,【薇姐专属】盛夏FASHION GALA系列拍一发二十纸尿裤/拉拉裤透气,https://haohuo.jinritemai.com/views/product/detail?id=3578454451440207877,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/ogsjzbIP_m_c32fff45d61f788e28d6a104d5b60b1a_sx_372128_www800-800,1,1980.00,2.75,2.5-3.5元,,
2023Q3,dy,拉拉裤,'3524669148724645368,哆啦哈蕾,捕星记,【短视频特惠】哆啦哈蕾捕星记轻薄透气拉拉裤弱酸婴儿超软尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3524669148724645368,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/sIprhmdZ_m_21e1047519d8ed40dfb44558da226e49_sx_409282_www800-800,18,1962.00,1.25,1-2元,,
2023Q3,dy,拉拉裤,'3608156725351444003,Huggies/好奇,森林密语,好奇Huggies金装超薄云柔云感婴儿宝宝尿不湿纸尿裤拉拉裤成长裤,https://haohuo.jinritemai.com/views/product/detail?id=3608156725351444003,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/pUMQIGaB_m_3edeb7589e680bdbdef7e2fdafc0545c_sx_249486_www800-800,25,1947.50,2.70,2.5-3.5元,,
2023Q3,tmall,纸尿裤,667878791702,帮宝适,一级帮,帮宝适一级帮纸尿裤NB84+S76超薄透气初生婴儿非拉拉裤夏季散热,https://detail.tmall.com/item.htm?id=667878791702,//img.alicdn.com/imgextra/i1/6000000006992/O1CN015WiNdE21WO8tqMT81_!!6000000006992-0-sm.jpg,7,1946.00,1.80,1-2元,,
2023Q3,tmall,纸尿裤,615096001825,BBC,Air Pro,babycare纸尿裤Airpro超薄透气婴儿干爽尿不湿旗舰店正品M50*2,https://detail.tmall.com/item.htm?id=615096001825,//img.alicdn.com/imgextra/O1CN019lsXks1KCfZKR31qz_!!0-item_pic.jpg,11,1936.00,2.08,2-2.5元,,
2023Q3,dy,纸尿裤,'3543174103424972161,趣天才,风尚系列,【KSA*拍10包送白色高端遛娃车】英国趣天才风尚超薄纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3543174103424972161,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/polPzkIP_m_a838eed6dccb52f2a903c5f6ed6e733e_sx_465140_www800-800,27,1887.30,2.80,2.5-3.5元,,
2023Q3,tmall,拉拉裤,678053224619,Huggies/好奇,皇家御裤,【会员专享店铺试用装XL4】好奇皇家御裤拉拉裤XL4超薄透气,https://detail.tmall.com/item.htm?id=678053224619,//img.alicdn.com/imgextra/i2/685092642/O1CN01zdZDWe1VO5Bizjkwu_!!0-item_pic.jpg,312,1869.07,1.80,1-2元,,
2023Q3,tmall,纸尿裤,709490935203,BBC,皇室,babycare皇室狮子王国纸尿裤新生儿超薄透气尿不湿mini装尺码任选,https://detail.tmall.com/item.htm?id=709490935203,//img.alicdn.com/imgextra/O1CN01GEaGPi2J5yNyEN88Z_!!2-item_pic.png,32,1868.00,2.45,2-2.5元,,
2023Q3,dy,纸尿裤,'3539268451300464955,So Love,小花园系列,【米菲工厂】2包装米菲小花园抑菌植物面层超薄透气纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3539268451300464955,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/bilesZdq_m_eaba8edd36ecdaf08a53ff79dab9b120_sx_342964_www800-800,16,1864.00,1.73,1-2元,,
2023Q3,tmall,拉拉裤,639107838836,Huggies/好奇,企鹅裤,【店铺试用装L3】治愈之柔黑标小企鹅纸尿裤首页购,https://detail.tmall.com/item.htm?id=639107838836,//img.alicdn.com/imgextra/i1/685092642/O1CN01uRUxo41VO5Ez78BqK_!!0-item_pic.jpg,268,1854.14,4.60,3.5+,,
2023Q3,jd,纸尿裤,100023108690,Huggies/好奇,企鹅裤,好奇（Huggies）治愈之柔纸尿裤 M3（体验装）,https://item.jd.com/100023108690.html,http://img11.360buyimg.com/n1/jfs/t1/206153/1/18469/151609/620244adEb1753eb5/c08ee6ff50cfc75a.jpg,84,1839.60,4.60,3.5+,,
2023Q3,jd,拉拉裤,31342181338,帮宝适,绿帮（超薄干爽）,帮宝适（Pampers）超薄干爽拉拉裤男女通用 XL136片【12-17kg】,https://item.jd.com/31342181338.html,http://img11.360buyimg.com/n1/jfs/t1/156734/34/26235/121524/61a0fb02Eaab03eb1/2050c4dfc7676715.jpg,10,1828.00,1.27,1-2元,,
2023Q3,tmall,纸尿裤,617376956267,Huggies/好奇,小桃裤/铂金装,【预售】好奇铂金装婴儿纸尿裤M120小桃裤超薄透气尿不湿,https://detail.tmall.com/item.htm?id=617376956267,//img.alicdn.com/imgextra/O1CN01BOSJya1VO5FKE80JR_!!2-item_pic.png,7,1768.88,1.34,1-2元,,
2023Q3,tmall,纸尿裤,651062285331,十月结晶,小小冒险家,30片十月结晶婴儿纸尿裤NB码宝宝体验试用装新生儿超薄透气尿不湿,https://detail.tmall.com/item.htm?id=651062285331,//img.alicdn.com/imgextra/i3/1971663449/O1CN01aEe7LX1bLgkhpdmnH_!!1971663449.jpg,40,1765.46,1.44,1-2元,,
2023Q3,tmall,纸尿裤,598236178167,Huggies/好奇,金装,好奇纸尿裤婴儿超薄透气干爽M88尿不湿尿片尿布好奇纸尿裤m码,https://detail.tmall.com/item.htm?id=598236178167,//img.alicdn.com/imgextra/i3/2201422695148/O1CN01lT4nif1ntphggqOAJ_!!0-item_pic.jpg,23,1756.40,1.20,1-2元,,
2023Q3,dy,纸尿裤,'3611976662008345780,bebetour,爱丽丝系列,【爱朵生活-2包】bebetour比比兔爱丽丝纸尿裤超薄款不湿拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3611976662008345780,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/AMGALYZh_m_8685b3d08d7542e16caafa5fc20d0d47_sx_211820_www800-800,11,1749.00,2.40,2-2.5元,,
2023Q3,dy,纸尿裤,'3542479806929240052,趣天才,风尚系列,【KSK*4包送电动哈雷】英国趣天才风尚超薄系列纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3542479806929240052,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/polPzkIP_m_ac0fca773b0a1c2f8fc22d79bb7db2e1_sx_466738_www800-800,25,1747.50,2.80,2.5-3.5元,,
2023Q3,jd,纸尿裤,10028671510668,Huggies/好奇,金装,好奇 金装纸尿裤 婴儿尿不湿 NB80片 (0-5kg) 新生儿,https://item.jd.com/10028671510668.html,http://img11.360buyimg.com/n1/jfs/t1/98502/37/28309/104402/62848ad0Eeba0e236/ba8366012e6839e3.jpg,32,1724.80,1.20,1-2元,,
2023Q3,dy,纸尿裤,'3511276126276302681,德儿舒,柔薄瞬吸,德儿舒柔薄瞬吸/3包（爆款）弹力好玩裤/纸尿裤,https://haohuo.jinritemai.com/views/product/detail?id=3511276126276302681,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/v1_tQiiJueS_70712372090718948190405_4daff5125e3d61e7c2321d2b2f45ef8a_sx_721906_www800-800,24,1677.60,未定义,未定义,,
2023Q3,tmall,拉拉裤,669800534887,BEABA,大鱼海棠,碧芭宝贝大鱼海棠拉拉裤XXL32*2包超薄透气男女通用尿不湿,https://detail.tmall.com/item.htm?id=669800534887,//img.alicdn.com/imgextra/i2/6000000007570/O1CN01NjQiqu25n74w2pGDR_!!6000000007570-0-sm.jpg,10,1668.60,2.12,2-2.5元,,
2023Q3,dy,纸尿裤,'3597546822677170847,小胖旦,中国茶粹,【冲单爆品】中国茶粹小胖旦纸尿裤/拉拉裤拍4宋2透气超薄,https://haohuo.jinritemai.com/views/product/detail?id=3597546822677170847,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/FouNjyEv_m_c36751dbd0062ad2e3f8dfea278fa207_sx_417768_www800-800,6,1656.00,nan,1元以下,,
2023Q3,dy,纸尿裤,'3539089727049364639,So Love,小花园系列,【海歌专享】米菲小花园超薄透气爽植物透氧大6D面层纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3539089727049364639,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/bilesZdq_m_136f96a60d3f8c56758b972c5fed6e1b_sx_203518_www800-800,10,1640.00,1.73,1-2元,,
2023Q3,tmall,纸尿裤,606556504030,妙而舒,经典（瞬爽透气）,【自营】日本花王妙而舒纸尿裤婴儿尿不湿加量装NB90+6片*2包进口,https://detail.tmall.com/item.htm?id=606556504030,//img.alicdn.com/imgextra/i1/2549841410/O1CN01HOky4B1MHpJgFoe3x_!!2549841410-0-sm.jpg,9,1632.00,1.80,1-2元,,
2023Q3,tmall,纸尿裤,608780611257,妙而舒,经典（瞬爽透气）,【自营】日本花王妙而舒透气婴儿宝宝纸尿裤尿不湿增量装M68片*3,https://detail.tmall.com/item.htm?id=608780611257,//img.alicdn.com/imgextra/O1CN01QFaxnI1MHpJY2U3ud_!!2549841410-0-sm.jpg,6,1592.04,1.80,1-2元,,
2023Q3,dy,纸尿裤,'3560765776422132983,mialiya/米娅利亚,BAG,【海歌宠粉】2包价格米娅利亚BAG积雪草纸尿裤 拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3560765776422132983,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/EtMwhILV_m_0d92baf6b3b109d541a4eafb87414f54_sx_124853_www800-800,13,1584.00,未定义,未定义,,
2023Q3,dy,纸尿裤,'3559512854937922785,GIFT/亲抚,熊猫系列,【自营20包】亲抚熊猫纸尿裤薄款拉拉裤M超薄透气尿不湿L柔软亲肤,https://haohuo.jinritemai.com/views/product/detail?id=3559512854937922785,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/epPCCJPA_m_12615495141cf6d7f813ccfdd4d74a48_sx_437493_www800-800,2,1580.00,1.63,1-2元,,
2023Q3,dy,纸尿裤,'3576556226084998028,Huggies/好奇,金装,好奇金装纸尿裤拉拉裤学步裤超婴幼儿云朵云感新生儿 ,https://haohuo.jinritemai.com/views/product/detail?id=3576556226084998028,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/UTwRXzQ_m_ef82ddfc947ba63901c157bec6398ced_sx_183998_www1200-1200,27,1566.90,1.20,1-2元,,
2023Q3,tmall,纸尿裤,607787122895,妙而舒,经典（瞬爽透气）,【自营】日本花王妙而舒婴儿宝宝纸尿裤尿不湿尿片增量装M68片*2,https://detail.tmall.com/item.htm?id=607787122895,//img.alicdn.com/imgextra/O1CN01T6gNZ51MHpIx4UtaZ_!!2549841410-0-sm.jpg,8,1550.40,1.80,1-2元,,
2023Q3,dy,拉拉裤,'3554845604196817798,费雪,天生@me,官方 费雪自然薄物纸尿裤拉拉裤尿不湿超薄干爽成长裤学步裤柔软,https://haohuo.jinritemai.com/views/product/detail?id=3554845604196817798,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/vSHYCzNI_m_6cab5facf09af14de802debb0a438abc_sx_363900_www800-800,13,1534.00,1.84,1-2元,,
2023Q3,tmall,拉拉裤,568365791551,露安适,柔护,露安适加量装日用婴儿拉拉裤XL40超薄透气尿不湿非纸尿裤1件装,https://detail.tmall.com/item.htm?id=568365791551,//img.alicdn.com/imgextra/i1/6000000001879/O1CN01hB0aCH1Pkcw833UII_!!6000000001879-0-at.jpg,5,1533.00,2.70,2.5-3.5元,,
2023Q3,tmall,拉拉裤,657287402773,bebetour,爱丽丝系列,bebetour爱丽丝拉拉裤超薄透气宝宝训练裤尿不湿*4包,https://detail.tmall.com/item.htm?id=657287402773,//img.alicdn.com/imgextra/i2/1666725436/O1CN01OR9CfW1q1jsLlB13K_!!0-item_pic.jpg,2,1520.00,2.40,2-2.5元,,
2023Q3,dy,纸尿裤,'3505694592811029844,七色猪,小小梦想家,【拍3箱送平衡车】七色猪小小梦想家弱酸亲肤纸尿裤/全包臀一体裤,https://haohuo.jinritemai.com/views/product/detail?id=3505694592811029844,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/gwNuwFKx_m_2cce653bccf2cb5f79a5bf3ea60ba447_sx_369516_www800-800,19,1516.20,0.79,1元以下,,
2023Q3,dy,拉拉裤,'3568057514308335908,佳婴,氧气森林,【佳婴官方2】佳婴氧气森林绵柔纸尿裤新生儿亲肤超薄柔软尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3568057514308335908,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/voloYCXQ_m_41f7d25e705abff7fc1839e0dac152ab_sx_284377_www800-800,22,1500.00,1元以下,1元以下,,
2023Q3,dy,纸尿裤,'3548598934882632585,BEABA,大鱼海棠,自然系列 拉拉裤 试用装 透气抑菌  0.6细旦 纤维 超软 泡泡腰围 ,https://haohuo.jinritemai.com/views/product/detail?id=3548598934882632585,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/avssZXkH_m_21d4d669cdbf9ff8448f49d34076fe06_sx_94606_www500-500,25,1474.00,2.12,2-2.5元,,
2023Q3,tmall,纸尿裤,597917175554,妙而舒,经典（瞬爽透气）,【自营】日本花王妙而舒薄透气婴儿宝宝尿裤尿不湿 L58片*2包进口,https://detail.tmall.com/item.htm?id=597917175554,//img.alicdn.com/imgextra/O1CN01wlX92e1MHpJQw7mU9_!!2549841410-0-sm.jpg,8,1432.08,1.80,1-2元,,
2023Q3,dy,纸尿裤,'3598180298074027254,BEABA,大鱼海棠,婴儿纸尿裤超薄干爽拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3598180298074027254,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/OyvNiqUJ_m_a52daaa8e6a481f8937f53bc4b9bb548_sx_2783967_www3024-3024,39,1431.22,2.12,2-2.5元,,
2023Q3,dy,纸尿裤,'3549501984077920235,Huggies/好奇,小桃裤/铂金装,好奇Huggies治愈之柔黑标小企鹅透气云抱腰成长裤试用L码3片装,https://haohuo.jinritemai.com/views/product/detail?id=3549501984077920235,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/pUMQIGaB_m_3dc63f5a7eb257b8fc426a588a088196_sx_428416_www800-800,129,1427.10,1.34,1-2元,,
2023Q3,dy,拉拉裤,'3567332678380432483,Huggies/好奇,金装, 好奇Huggies治愈之柔黑标小企鹅透气云抱腰纸尿裤试用L码3片装,https://haohuo.jinritemai.com/views/product/detail?id=3567332678380432483,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/pUMQIGaB_m_7c0993d41063a82b19d3ae85067ab5f3_sx_69157_www800-800,129,1417.10,1.20,1-2元,,
2023Q3,dy,拉拉裤,'3586096525606059549,Huggies/好奇,柯基裤/软萌星人,好奇Huggies治愈之柔黑标小企鹅透气云抱腰纸尿裤试用M码3片装,https://haohuo.jinritemai.com/views/product/detail?id=3586096525606059549,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/pUMQIGaB_m_3dc63f5a7eb257b8fc426a588a088196_sx_428416_www800-800,120,1398.00,2.15,2-2.5元,,
2023Q3,jd,纸尿裤,10047371138766,帮宝适,清新帮,帮宝适 清新帮 纸尿裤 婴儿尿不湿 大号L112片 （9-14KG）,https://item.jd.com/10047371138766.html,http://img11.360buyimg.com/n1/jfs/t1/136883/17/30014/139625/62fa10fbEff025286/f2f33652097e2721.jpg,9,1385.10,1.44,1-2元,,
2023Q3,tmall,拉拉裤,641934516180,Huggies/好奇,小桃裤/铂金装,【预售】好奇铂金装拉拉裤XXL104尿不湿裤型小桃裤超薄透气,https://detail.tmall.com/item.htm?id=641934516180,//img.alicdn.com/imgextra/O1CN01NubTTh1VO5FNuDgPQ_!!685092642.png,4,1381.98,1.34,1-2元,,
2023Q3,dy,纸尿裤,'3537989528226811058,宝婴美,温和的呵护,【彩虹夫妇专享】宝婴美超薄透气婴儿纸尿裤干爽拉拉裤亲肤学步裤,https://haohuo.jinritemai.com/views/product/detail?id=3537989528226811058,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/KWJHjFEy_m_cc28ea5d0e1b265ba8c2863dcbc5337d_sx_430703_www800-800,10,1380.00,0.83,1元以下,,
2023Q3,dy,拉拉裤,'3534797270119782069,爽然,蓝甘菊,【蓝甘菊拉拉裤】爽然蓝甘菊弱酸呵护成长裤柔软透气婴儿男女宝宝,https://haohuo.jinritemai.com/views/product/detail?id=3534797270119782069,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/mHZFMYBe_m_8c1bdd94945f3a69bacafc50a692ef78_sx_541002_www800-800,33,1372.00,2.30,2-2.5元,,
2023Q3,dy,纸尿裤,'3460025745554940200,BEABA,疯狂动物谜,【品牌日】碧芭宝贝疯狂动物迷超薄透气纸尿裤拉拉裤(单包装)柔软,https://haohuo.jinritemai.com/views/product/detail?id=3460025745554940200,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/iEsBPqG_m_2674b4bc3b5e53cd719a6e128c28e1eb_sx_388639_www800-800,34,1326.00,2.04,2-2.5元,,
2023Q3,tmall,纸尿裤,575342223521,BBC,皇室,babycare皇室狮子王国纸尿裤拉拉裤bbc婴儿尿不湿 L40*2+XL32*2,https://detail.tmall.com/item.htm?id=575342223521,//img.alicdn.com/imgextra/O1CN01NsboA01wMhh1prR69_!!0-item_pic.jpg,3,1304.00,2.45,2-2.5元,,
2023Q3,dy,纸尿裤,'3579764964073822759,Huggies/好奇,皇家御裤,【官旗四包加赠】好奇皇家御裤云锦麒麟裤超薄纸尿裤拉拉裤透气,https://haohuo.jinritemai.com/views/product/detail?id=3579764964073822759,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/pUMQIGaB_m_ba47110998ecbabdc3086403d1bfd38e_sx_383500_www800-800,3,1296.00,1.80,1-2元,,
2023Q3,jd,纸尿裤,10110095963,Huggies/好奇,金装,好奇纸尿裤云柔超薄干爽纸尿裤柔软贴身 宝宝尿不湿透气男女通用 NB80片 (0-5kg),https://item.jd.com/10110095963.html,http://img11.360buyimg.com/n1/jfs/t1/205849/26/32297/61102/64327a5cF7658d8ca/83f2cb10672c62ad.jpg,24,1291.20,1.20,1-2元,,
2023Q3,dy,纸尿裤,'3578441609353763466,盛夏光年,GALA,【小壳妈咪专属】盛夏光年GALA系列拍一发二纸尿裤/拉拉裤尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3578441609353763466,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/ogsjzbIP_m_fc680ff79b4ccb7cba43325ad09d484a_sx_275166_www800-800,8,1272.00,2.75,2.5-3.5元,,
2023Q3,tmall,纸尿裤,617820389709,BBC,Air Pro,【预售】babycare纸尿裤夏季Airpro婴儿超薄bbc透气尿不湿L40*5,https://detail.tmall.com/item.htm?id=617820389709,//img.alicdn.com/imgextra/O1CN01b8jKZe1KCfZQoaAiU_!!0-item_pic.jpg,3,1245.00,2.08,2-2.5元,,
2023Q3,tmall,拉拉裤,590680304707,Huggies/好奇,小森林,【预售】好奇心钻装小森林拉拉裤L40超薄透气宝宝尿不湿,https://detail.tmall.com/item.htm?id=590680304707,//img.alicdn.com/imgextra/O1CN01PP0pp41VO5FdNmlWI_!!685092642.jpg,6,1241.22,2.70,2.5-3.5元,,
2023Q3,tmall,拉拉裤,668645081495,大王,光羽,大王光羽短裤式纸尿裤拉拉裤XXL22片*4包宝宝干爽轻薄干爽尿不湿,https://detail.tmall.com/item.htm?id=668645081495,//img.alicdn.com/imgextra/i1/1954078037/O1CN01f7piQv29F024QyPHF_!!1954078037.jpg,1,1233.09,6.80,3.5+,,
