平台,品牌,贸易形式,人群,药保属性,剂型,分类,月,sales_value,sales_volume
抖音,内廷上用,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,3028.7,85
抖音,内廷上用,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,53748.69,917
抖音,内廷上用,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,14372.92,720
抖音,内廷上用,国内,通用,健康食品,胶囊,钙+其它,2023-12-01,171.6,4
抖音,内廷上用,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,27193.2,541
抖音,哈药,国内,儿童,保健品,液体,钙+矿物质,2023-12-01,3676134.04,13677
抖音,哈药,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,2200.0,10
抖音,哈药,国内,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,4669.0,22
抖音,哈药,国内,孕妇,健康食品,液体,单纯钙制剂,2023-12-01,546.0,14
抖音,哈药,国内,孕妇,健康食品,液体,钙+矿物质,2023-12-01,42245.8,232
抖音,哈药,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,2330.0,44
抖音,哈药,国内,孕妇,健康食品,胶囊,钙+矿物质,2023-12-01,36242.76,180
抖音,哈药,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,1189.0,11
抖音,哈药,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,1716.1,33
抖音,哈药,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,25.2,1
抖音,哈药,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,267.0,3
抖音,哈药,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,2171.53,17
抖音,哈药,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,37.3,1
抖音,哈药,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,90.89,3
抖音,敬修堂,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,382.94,5
抖音,敬修堂,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,4779.88,77
抖音,敬修堂,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,401.8,8
抖音,敬修堂,国内,儿童,健康食品,胶囊,单纯钙制剂,2023-12-01,620.01,14
抖音,敬修堂,国内,儿童,健康食品,胶囊,钙+维生素,2023-12-01,429.27,3
抖音,敬修堂,国内,婴幼儿,健康食品,液体,单纯钙制剂,2023-12-01,13.9,1
抖音,敬修堂,国内,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,119.6,4
抖音,敬修堂,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,3714.3,34
抖音,敬修堂,国内,老年人,健康食品,液体,钙+维生素,2023-12-01,76151.2,782
抖音,敬修堂,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,87986.47,1300
抖音,敬修堂,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,424772.7,4666
抖音,敬修堂,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,1254101.91,15444
抖音,敬修堂,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,3265.44,32
抖音,敬修堂,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,14049.03,154
抖音,敬修堂,国内,通用,OTC,片剂,钙+其它,2023-12-01,49.9,1
抖音,敬修堂,国内,通用,OTC,片剂,钙+维生素,2023-12-01,3535.6,44
抖音,敬修堂,国内,通用,保健品,片剂,钙+维生素,2023-12-01,116549.1,1257
抖音,敬修堂,国内,通用,健康食品,液体,钙+维生素,2023-12-01,159.8,2
抖音,敬修堂,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,53890.52,978
抖音,敬修堂,国内,通用,健康食品,片剂,钙+其它,2023-12-01,46649.9,522
抖音,敬修堂,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,15764153.57,267971
抖音,敬修堂,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,389.3,7
抖音,敬修堂,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,28.38,1
抖音,敬修堂,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,488.3,13
抖音,朗迪,国内,儿童,健康食品,片剂,钙+其它,2023-12-01,99.9,1
抖音,朗迪,国内,孕妇,健康食品,液体,钙+矿物质,2023-12-01,632.0,8
抖音,朗迪,国内,孕妇,健康食品,胶囊,单纯钙制剂,2023-12-01,594.0,6
抖音,朗迪,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,59.0,1
抖音,朗迪,国内,老年人,保健品,片剂,钙+其它,2023-12-01,6043.0,47
抖音,朗迪,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,2984.0,36
抖音,朗迪,国内,通用,保健品,液体,钙+矿物质,2023-12-01,178.0,2
抖音,朗迪,国内,通用,保健品,片剂,钙+维生素,2023-12-01,17441.0,106
抖音,朗迪,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,1498.0,22
抖音,朗迪,国内,通用,保健品,胶囊,单纯钙制剂,2023-12-01,4493.9,42
抖音,朗迪,国内,通用,保健品,胶囊,钙+矿物质,2023-12-01,92422.0,548
抖音,朗迪,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,128641.0,889
抖音,朗迪,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,159.2,4
抖音,朗迪,国内,通用,健康食品,片剂,钙+其它,2023-12-01,33396.0,276
抖音,朗迪,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,7778.0,80
抖音,朗迪,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,63756.0,644
抖音,朗迪,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,2262.0,18
抖音,诺特兰德,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,822.8,9
抖音,诺特兰德,国内,儿童,健康食品,片剂,钙+其它,2023-12-01,7588.0,74
抖音,诺特兰德,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,188454.25,2563
抖音,诺特兰德,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,1347.3,10
抖音,诺特兰德,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,6213.67,557
抖音,诺特兰德,国内,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,96.0,8
抖音,诺特兰德,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,6893.57,174
抖音,诺特兰德,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,512.0,8
抖音,诺特兰德,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,13295.92,212
抖音,诺特兰德,国内,通用,保健品,片剂,钙+其它,2023-12-01,36045.0,357
抖音,诺特兰德,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,96440.33,1198
抖音,诺特兰德,国内,通用,健康食品,片剂,钙+其它,2023-12-01,81034.6,612
抖音,诺特兰德,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,69735.11,685
抖音,诺特兰德,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,2741654.3000000003,56467
抖音,诺特兰德,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,248193.52,6654
抖音,诺特兰德,国内,通用,健康食品,胶囊,钙+矿物质,2023-12-01,525.0,15
抖音,诺特兰德,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,891.0,9
抖音,迪巧,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,107.7,3
抖音,迪巧,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,4155.0,75
抖音,迪巧,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,21.8,2
抖音,迪巧,国内,婴幼儿,健康食品,液体,单纯钙制剂,2023-12-01,7431.77,150
抖音,迪巧,国内,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,51496.88,588
抖音,迪巧,国内,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,231.0,4
抖音,迪巧,国内,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,708.0,6
抖音,迪巧,国内,婴幼儿,健康食品,胶囊,单纯钙制剂,2023-12-01,3726.0,27
抖音,迪巧,国内,婴幼儿,健康食品,胶囊,钙+矿物质,2023-12-01,3728.46,31
抖音,迪巧,国内,婴幼儿,健康食品,胶囊,钙+维生素,2023-12-01,19783.0,397
抖音,迪巧,国内,老年人,健康食品,片剂,钙+矿物质,2023-12-01,258.0,2
抖音,迪巧,国内,通用,保健品,液体,钙+维生素,2023-12-01,632.0,4
抖音,迪巧,国内,通用,健康食品,液体,单纯钙制剂,2023-12-01,78.0,3
抖音,迪巧,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,2230.12,51
抖音,迪巧,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,3640.81,121
抖音,迪巧,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,29.9,1
抖音,迪巧,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,96.31,2
抖音,迪巧,海外,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,46996.1,102
抖音,迪巧,海外,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1256.0,5
抖音,迪巧,海外,儿童,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,696.0,1
抖音,迪巧,海外,婴幼儿,健康食品,液体,单纯钙制剂,2023-12-01,12276.0,26
抖音,迪巧,海外,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,12528.0,27
抖音,迪巧,海外,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,6391000.56,13278
抖音,迪巧,海外,婴幼儿,健康食品,液体,钙+维生素+矿物质,2023-12-01,26180.6,51
抖音,迪巧,海外,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,14152.0,30
抖音,迪巧,海外,婴幼儿,健康食品,粉剂,钙+矿物质,2023-12-01,841803.32,2014
抖音,迪巧,海外,老年人,健康食品,片剂,钙+维生素,2023-12-01,1485.0,15
抖音,迪巧,海外,通用,健康食品,液体,单纯钙制剂,2023-12-01,456.0,4
抖音,迪巧,海外,通用,健康食品,液体,钙+矿物质,2023-12-01,232.0,1
抖音,迪巧,海外,通用,健康食品,液体,钙+维生素,2023-12-01,214520.6,488
抖音,迪巧,海外,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,800034.5,1098
抖音,迪巧,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,91778.0,1027
抖音,迪巧,海外,通用,健康食品,粉剂,钙+维生素,2023-12-01,4176.0,6
抖音,迪巧,海外,通用,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,1392.0,2
抖音,龙牡,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,263362.1,1254
抖音,龙牡,国内,婴幼儿,健康食品,胶囊,单纯钙制剂,2023-12-01,99.9,1
淘宝,21金维他,国内,儿童,健康食品,液体,单纯钙制剂,2023-12-01,624.0,16
淘宝,21金维他,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,2420.7,35
淘宝,21金维他,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,30555.0,291
淘宝,21金维他,国内,通用,健康食品,液体,钙+维生素,2023-12-01,161.0,2
淘宝,21金维他,国内,通用,健康食品,片剂,钙+其它,2023-12-01,799.2,8
淘宝,21金维他,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,1365.0,13
淘宝,21金维他,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,13471.0,147
淘宝,BY－HEALTH/汤臣倍健,国内,儿童,保健品,片剂,钙+其它,2023-12-01,12857.37,405
淘宝,BY－HEALTH/汤臣倍健,国内,儿童,保健品,片剂,钙+矿物质,2023-12-01,18163.58,256
淘宝,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,片剂,钙+其它,2023-12-01,11417.47,326
淘宝,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,39191.12,812
淘宝,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1588.0,18
淘宝,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,胶囊,钙+维生素,2023-12-01,2235.2,27
淘宝,BY－HEALTH/汤臣倍健,国内,孕妇,保健品,片剂,钙+维生素,2023-12-01,675.0,9
淘宝,BY－HEALTH/汤臣倍健,国内,孕妇,保健品,片剂,钙+维生素+矿物质,2023-12-01,17660.0,219
淘宝,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,13810.45,257
淘宝,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1221.5,13
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,保健品,片剂,钙+其它,2023-12-01,2116622.82,12502
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,2220.0,20
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,液体,钙+维生素,2023-12-01,9057.9,116
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,1177.2,37
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,109215.96,1061
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,448.2,9
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1336.0,12
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,胶囊,单纯钙制剂,2023-12-01,248.0,4
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,胶囊,钙+其它,2023-12-01,1781.8,11
淘宝,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,18842.51,157
淘宝,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,单纯钙制剂,2023-12-01,1732.2,68
淘宝,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+其它,2023-12-01,99.0,1
淘宝,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+矿物质,2023-12-01,4631.1,87
淘宝,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+维生素,2023-12-01,31.0,1
淘宝,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,109299.84,2318
淘宝,BY－HEALTH/汤臣倍健,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,521389.32,7155
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,液体,钙+维生素,2023-12-01,2034.0,37
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,15284.37,445
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+其它,2023-12-01,270464.46,2246
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,3636.2,46
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,20310.98,321
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,33652.06,674
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,312.0,5
淘宝,BY－HEALTH/汤臣倍健,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,83259.96,964
淘宝,Caltrate/钙尔奇,国内,儿童,保健品,片剂,钙+矿物质,2023-12-01,32467.4,559
淘宝,Caltrate/钙尔奇,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,1171.0,19
淘宝,Caltrate/钙尔奇,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,79565.0,1132
淘宝,Caltrate/钙尔奇,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,18814.8,251
淘宝,Caltrate/钙尔奇,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,27719.2,522
淘宝,Caltrate/钙尔奇,国内,儿童,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,292.8,6
淘宝,Caltrate/钙尔奇,国内,儿童,健康食品,胶囊,钙+维生素,2023-12-01,664.1,19
淘宝,Caltrate/钙尔奇,国内,孕妇,保健品,片剂,钙+维生素,2023-12-01,96846.0,1102
淘宝,Caltrate/钙尔奇,国内,孕妇,健康食品,液体,钙+矿物质,2023-12-01,22196.0,124
淘宝,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,单纯钙制剂,2023-12-01,46555.6,438
淘宝,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,14984.6,207
淘宝,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,钙+维生素+矿物质,2023-12-01,11080.0,83
淘宝,Caltrate/钙尔奇,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,416.0,13
淘宝,Caltrate/钙尔奇,国内,老年人,保健品,片剂,钙+其它,2023-12-01,6694.2,116
淘宝,Caltrate/钙尔奇,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,33380.92,334
淘宝,Caltrate/钙尔奇,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,72785.6,804
淘宝,Caltrate/钙尔奇,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,599.0,14
淘宝,Caltrate/钙尔奇,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,712.0,4
淘宝,Caltrate/钙尔奇,国内,老年人,健康食品,胶囊,钙+其它,2023-12-01,896.8,13
淘宝,Caltrate/钙尔奇,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,470.7,7
淘宝,Caltrate/钙尔奇,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,30712.6,651
淘宝,Caltrate/钙尔奇,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,106238.1,1982
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,液体,钙+维生素,2023-12-01,5572.8,54
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,6009.9,78
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+其它,2023-12-01,8355.7,98
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,17670.0,166
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,30662.48,500
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,24406.9,623
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,粉剂,钙+其它,2023-12-01,239.6,4
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,粉剂,钙+维生素,2023-12-01,2830.6,28
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,178.29,3
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,1830.4,32
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,胶囊,钙+其它,2023-12-01,770.9,14
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,58718.5,1160
淘宝,Caltrate/钙尔奇,国内,通用,健康食品,胶囊,钙+维生素+矿物质,2023-12-01,5355.8,122
淘宝,Caltrate/钙尔奇,海外,孕妇,健康食品,片剂,钙+维生素,2023-12-01,1688.7,13
淘宝,Caltrate/钙尔奇,海外,老年人,健康食品,片剂,钙+维生素,2023-12-01,43.0,1
淘宝,Caltrate/钙尔奇,海外,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1914.0,14
淘宝,Caltrate/钙尔奇,海外,老年人,健康食品,粉剂,钙+维生素,2023-12-01,96.0,2
淘宝,Caltrate/钙尔奇,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,55245.09,700
淘宝,Caltrate/钙尔奇,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,85602.44,1040
淘宝,Caltrate/钙尔奇,海外,通用,健康食品,粉剂,钙+维生素,2023-12-01,749.64,3
淘宝,Centrum/善存,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,1311.4,43
淘宝,Centrum/善存,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,110.0,1
淘宝,Centrum/善存,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,21129.1,471
淘宝,Centrum/善存,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,2826.77,48
淘宝,Centrum/善存,国内,老年人,健康食品,液体,钙+维生素,2023-12-01,185.7,3
淘宝,Centrum/善存,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,185.7,3
淘宝,Centrum/善存,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,869.1,14
淘宝,Centrum/善存,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,56918.3,1771
淘宝,Centrum/善存,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,9461.14,228
淘宝,Centrum/善存,海外,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,5386.0,50
淘宝,Centrum/善存,海外,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,19601.88,222
淘宝,Centrum/善存,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1304.0,8
淘宝,Eric Favre,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,1912.0,24
淘宝,Eric Favre,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,12711.1,73
淘宝,Eric Favre,国内,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,7092.8,68
淘宝,Eric Favre,国内,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,3022.0,37
淘宝,Eric Favre,国内,婴幼儿,健康食品,液体,钙+维生素+矿物质,2023-12-01,1535.8,17
淘宝,Eric Favre,海外,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,7947.8,76
淘宝,Eric Favre,海外,儿童,健康食品,片剂,钙+维生素,2023-12-01,8117.94,47
淘宝,Eric Favre,海外,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,9915.93,91
淘宝,Eric Favre,海外,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,11704.5,116
淘宝,Eric Favre,海外,婴幼儿,健康食品,液体,钙+维生素+矿物质,2023-12-01,10465.5,124
淘宝,Eric Favre,海外,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1048.64,8
淘宝,Eric Favre,海外,孕妇,健康食品,液体,钙+维生素+矿物质,2023-12-01,805.0,7
淘宝,Eric Favre,海外,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,3834.0,43
淘宝,INNE,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,1937.0,13
淘宝,INNE,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,72.0,1
淘宝,INNE,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,51.6,2
淘宝,INNE,国内,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,240322.8,2404
淘宝,INNE,国内,婴幼儿,健康食品,液体,钙+维生素+矿物质,2023-12-01,82358.9,547
淘宝,INNE,国内,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,1071.5,9
淘宝,INNE,国内,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,234.2,9
淘宝,INNE,国内,婴幼儿,健康食品,胶囊,钙+矿物质,2023-12-01,21.0,1
淘宝,INNE,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,360.8,3
淘宝,INNE,国内,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,480.0,13
淘宝,INNE,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,7214.7,59
淘宝,INNE,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,16348.8,620
淘宝,INNE,海外,儿童,健康食品,液体,钙+矿物质,2023-12-01,9097.26,73
淘宝,INNE,海外,儿童,健康食品,片剂,钙+矿物质,2023-12-01,276.0,2
淘宝,INNE,海外,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,240.0,2
淘宝,INNE,海外,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,169279.4,1729
淘宝,INNE,海外,婴幼儿,健康食品,液体,钙+维生素+矿物质,2023-12-01,53076.1,713
淘宝,INNE,海外,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,5586.0,44
淘宝,INNE,海外,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,47090.2,516
淘宝,INNE,海外,通用,健康食品,片剂,钙+矿物质,2023-12-01,393.0,2
淘宝,INNE,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,24.5,1
淘宝,MoveFree,国内,通用,健康食品,片剂,钙+其它,2023-12-01,4995.0,25
淘宝,MoveFree,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,8466.4,48
淘宝,MoveFree,海外,老年人,健康食品,片剂,钙+其它,2023-12-01,164.0,1
淘宝,MoveFree,海外,老年人,健康食品,片剂,钙+维生素,2023-12-01,18705.0,98
淘宝,MoveFree,海外,通用,健康食品,片剂,钙+其它,2023-12-01,891680.84,6041
淘宝,MoveFree,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,114196.2,448
淘宝,MoveFree,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1440.0,12
淘宝,MoveFree,海外,通用,健康食品,粉剂,钙+维生素,2023-12-01,1519.05,9
淘宝,MoveFree,海外,通用,健康食品,胶囊,钙+维生素,2023-12-01,6892.0,31
淘宝,Others,国内,儿童,OTC,液体,钙+矿物质,2023-12-01,1395.0,17
淘宝,Others,国内,儿童,OTC,胶囊,单纯钙制剂,2023-12-01,384.0,8
淘宝,Others,国内,儿童,保健品,片剂,单纯钙制剂,2023-12-01,199.0,1
淘宝,Others,国内,儿童,保健品,片剂,钙+矿物质,2023-12-01,7488.3,163
淘宝,Others,国内,儿童,保健品,片剂,钙+维生素,2023-12-01,15288.0,328
淘宝,Others,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,605.6,7
淘宝,Others,国内,儿童,保健品,粉剂,单纯钙制剂,2023-12-01,1738.8,34
淘宝,Others,国内,儿童,保健品,粉剂,钙+矿物质,2023-12-01,5237.7,91
淘宝,Others,国内,儿童,保健品,粉剂,钙+维生素+矿物质,2023-12-01,176151.0,900
淘宝,Others,国内,儿童,保健品,胶囊,钙+维生素,2023-12-01,1846.0,13
淘宝,Others,国内,儿童,健康食品,液体,单纯钙制剂,2023-12-01,43968.22,332
淘宝,Others,国内,儿童,健康食品,液体,钙+其它,2023-12-01,9867.3,76
淘宝,Others,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,80164.8,1411
淘宝,Others,国内,儿童,健康食品,液体,钙+维生素,2023-12-01,5947.0,64
淘宝,Others,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,20102.7,134
淘宝,Others,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,59406.3,908
淘宝,Others,国内,儿童,健康食品,片剂,钙+其它,2023-12-01,106814.6,446
淘宝,Others,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,57884.27,475
淘宝,Others,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,142443.33,1847
淘宝,Others,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,175399.2,2186
淘宝,Others,国内,儿童,健康食品,粉剂,单纯钙制剂,2023-12-01,23903.46,358
淘宝,Others,国内,儿童,健康食品,粉剂,钙+其它,2023-12-01,48.0,1
淘宝,Others,国内,儿童,健康食品,粉剂,钙+矿物质,2023-12-01,19222.0,107
